example_id                                                             | status | run_time        |
./spec/controllers/users_controller_spec.rb[1:3:2:1]                   | passed | 0.01918 seconds |
./spec/controllers/users_controller_spec.rb[1:4:1:1]                   | passed | 0.02229 seconds |
./spec/controllers/users_controller_spec.rb[1:4:1:2]                   | passed | 0.02299 seconds |
./spec/controllers/users_controller_spec.rb[1:4:2:1]                   | passed | 0.01976 seconds |
./spec/controllers/users_controller_spec.rb[1:4:3:1]                   | passed | 0.0184 seconds  |
./spec/controllers/users_controller_spec.rb[1:5:1:1:1]                 | passed | 0.03477 seconds |
./spec/controllers/users_controller_spec.rb[1:5:1:1:2]                 | passed | 0.03895 seconds |
./spec/controllers/users_controller_spec.rb[1:5:1:1:3]                 | passed | 0.03509 seconds |
./spec/controllers/users_controller_spec.rb[1:5:1:1:4:1]               | passed | 0.0757 seconds  |
./spec/controllers/users_controller_spec.rb[1:5:1:1:4:2:1]             | passed | 0.06051 seconds |
./spec/controllers/users_controller_spec.rb[1:5:1:1:5:1:1]             | passed | 0.09229 seconds |
./spec/controllers/users_controller_spec.rb[1:5:1:1:5:1:2]             | passed | 0.09104 seconds |
./spec/controllers/users_controller_spec.rb[1:5:1:2:1]                 | passed | 0.03765 seconds |
./spec/controllers/users_controller_spec.rb[1:5:2:1]                   | passed | 0.0294 seconds  |
./spec/controllers/users_controller_spec.rb[1:5:3:1]                   | passed | 0.01957 seconds |
./spec/controllers/users_controller_spec.rb[1:6:1:1:1]                 | passed | 0.03523 seconds |
./spec/controllers/users_controller_spec.rb[1:6:1:1:2]                 | passed | 0.03693 seconds |
./spec/controllers/users_controller_spec.rb[1:6:1:2:1]                 | passed | 0.04242 seconds |
./spec/controllers/users_controller_spec.rb[1:6:2:1]                   | passed | 0.02629 seconds |
./spec/controllers/users_controller_spec.rb[1:6:3:1]                   | passed | 0.02019 seconds |
./spec/controllers/users_controller_spec.rb[1:7:1:1]                   | passed | 0.02156 seconds |
./spec/controllers/users_controller_spec.rb[1:7:1:2]                   | passed | 0.02343 seconds |
./spec/controllers/users_controller_spec.rb[1:7:2:1]                   | passed | 0.00211 seconds |
./spec/models/accountability_log_spec.rb[1:1]                          | passed | 0.00076 seconds |
./spec/models/accountability_log_spec.rb[1:2]                          | passed | 0.00099 seconds |
./spec/models/accountability_log_spec.rb[1:3]                          | passed | 0.00109 seconds |
./spec/models/announcement_spec.rb[1:1]                                | passed | 0.01903 seconds |
./spec/models/announcement_spec.rb[1:2]                                | passed | 0.01741 seconds |
./spec/models/announcement_spec.rb[1:3]                                | passed | 0.01742 seconds |
./spec/models/announcement_spec.rb[1:4]                                | passed | 0.01811 seconds |
./spec/models/announcement_spec.rb[1:5]                                | passed | 0.02689 seconds |
./spec/models/announcement_spec.rb[1:6]                                | passed | 0.00077 seconds |
./spec/models/attendee_spec.rb[1:1]                                    | passed | 0.02047 seconds |
./spec/models/attendee_spec.rb[1:2]                                    | passed | 0.00304 seconds |
./spec/models/attendee_spec.rb[1:3]                                    | passed | 0.01982 seconds |
./spec/models/attendee_spec.rb[1:4]                                    | passed | 0.02996 seconds |
./spec/models/document_spec.rb[1:1]                                    | passed | 0.00342 seconds |
./spec/models/document_spec.rb[1:2]                                    | passed | 0.00064 seconds |
./spec/models/document_spec.rb[1:3]                                    | passed | 0.00108 seconds |
./spec/models/document_spec.rb[1:4]                                    | passed | 0.00071 seconds |
./spec/models/document_spec.rb[1:5]                                    | passed | 0.00062 seconds |
./spec/models/event_spec.rb[1:1]                                       | passed | 0.00048 seconds |
./spec/models/event_spec.rb[1:2]                                       | passed | 0.00101 seconds |
./spec/models/event_spec.rb[1:3]                                       | passed | 0.00083 seconds |
./spec/models/event_spec.rb[1:4]                                       | passed | 0.00067 seconds |
./spec/models/event_spec.rb[1:5]                                       | passed | 0.00119 seconds |
./spec/models/event_spec.rb[1:6]                                       | passed | 0.00128 seconds |
./spec/models/event_spec.rb[1:7]                                       | passed | 0.00087 seconds |
./spec/models/sign_up_sheet_spec.rb[1:1]                               | passed | 0.00054 seconds |
./spec/models/sign_up_sheet_spec.rb[1:2]                               | passed | 0.00071 seconds |
./spec/models/sign_up_sheet_spec.rb[1:3]                               | passed | 0.0012 seconds  |
./spec/models/sign_up_sheet_spec.rb[1:4]                               | passed | 0.00075 seconds |
./spec/models/submission_spec.rb[1:1]                                  | passed | 0.02672 seconds |
./spec/models/submission_spec.rb[1:2]                                  | passed | 0.02048 seconds |
./spec/models/submission_spec.rb[1:3]                                  | passed | 0.02252 seconds |
./spec/models/submission_spec.rb[1:4]                                  | passed | 0.01881 seconds |
./spec/models/submission_spec.rb[1:5]                                  | passed | 0.02048 seconds |
./spec/models/submission_spec.rb[1:6]                                  | passed | 0.03011 seconds |
./spec/models/submission_spec.rb[1:7]                                  | passed | 0.02168 seconds |
./spec/models/submission_spec.rb[1:8]                                  | passed | 0.00252 seconds |
./spec/models/submission_spec.rb[1:9]                                  | passed | 0.02769 seconds |
./spec/models/team_member_spec.rb[1:1]                                 | passed | 0.02179 seconds |
./spec/models/team_member_spec.rb[1:2]                                 | passed | 0.00428 seconds |
./spec/models/team_member_spec.rb[1:3]                                 | passed | 0.01778 seconds |
./spec/models/team_member_spec.rb[1:4]                                 | passed | 0.0321 seconds  |
./spec/models/team_spec.rb[1:1]                                        | passed | 0.00223 seconds |
